municipio,year,hectares_lost
SAN MARTIN,2020,202
VILLAVICENCIO,2020,50
VISTAHERMOSA,2020,4949
ALBAN,2020,6
ALDANA,2020,2
ANCUYA,2020,0
ARBOLEDA,2020,3
BARBACOAS,2020,132
BELEN,2020,0
BUESACO,2020,12
CHACHAGUI,2020,5
COLON,2020,2
CONSACA,2020,9
CONTADERO,2020,0
CUASPUD,2020,2
CUMBAL,2020,43
CUMBITARA,2020,185
CORDOBA,2020,4
EL CHARCO,2020,987
EL PE¥OL,2020,0
EL ROSARIO,2020,377
EL TABLON,2020,13
EL TAMBO,2020,6
FRANCISCO PIZARRO,2020,53
FUNES,2020,4
GUACHUCAL,2020,2
GUAITARILLA,2020,0
GUALMATAN,2020,2
ILES,2020,1
IMUES,2020,0
IPIALES,2020,649
LA CRUZ,2020,3
LA FLORIDA,2020,8
LA LLANADA,2020,21
LA TOLA,2020,43
LA UNION,2020,11
LEIVA,2020,76
LINARES,2020,7
LOS ANDES,2020,19
MAGUI,2020,396
MALLAMA,2020,111
MOSQUERA,2020,41
NARI¥O,2020,4
OLAYA,2020,259
OSPINA,2020,0
POLICARPA,2020,278
POTOSI,2020,11
PROVIDENCIA,2020,9
PUERRES,2020,10
PUPIALES,2020,15
RICAURTE,2020,139
ROBERTO PAYAN,2020,158
SAMANIEGO,2020,97
SAN BERNARDO,2020,2
PASTO,2020,12
SAN LORENZO,2020,17
SAN PABLO,2020,8
SAN PEDRO DE CARTAGO,2020,3
SANDONA,2020,3
SANTA BARBARA,2020,416
SANTA CRUZ,2020,29
SAPUYES,2020,3
TAMINANGO,2020,3
TANGUA,2020,3
TUMACO,2020,648
TUQUERRES,2020,9
YACUANQUER,2020,1
ABREGO,2020,84
ARBOLEDAS,2020,12
BOCHALEMA,2020,15
BUCARASICA,2020,34
CHINACOTA,2020,2
CHITAGA,2020,33
CONVENCION,2020,413
CUCUTILLA,2020,5
CACHIRA,2020,144
CACOTA,2020,2
DURANIA,2020,13
EL CARMEN,2020,553
EL TARRA,2020,943
EL ZULIA,2020,179
GRAMALOTE,2020,17
HACARI,2020,221
HERRAN,2020,0
LA ESPERANZA,2020,172
LA PLAYA,2020,27
LABATECA,2020,5
LOS PATIOS,2020,11
LOURDES,2020,3
MUTISCUA,2020,0
OCA¥A,2020,92
PAMPLONA,2020,7
PAMPLONITA,2020,27
PUERTO SANTANDER,2020,13
RAGONVALIA,2020,1
SALAZAR,2020,26
SAN CALIXTO,2020,288
SAN CAYETANO,2020,8
CUCUTA,2020,326
SANTIAGO,2020,59
SILOS,2020,0
SARDINATA,2020,2021
TEORAMA,2020,711
TIBU,2020,9020
TOLEDO,2020,90
VILLA CARO,2020,8
VILLA DEL ROSARIO,2020,1
COLON,2020,1
ORITO,2020,3074
PUERTO ASIS,2020,4004
PUERTO CAICEDO,2020,1792
PUERTO GUZMAN,2020,8620
PUERTO LEGUIZAMO,2020,5750
SAN FRANCISCO,2020,6
SAN MIGUEL,2020,1089
MOCOA,2020,396
SANTIAGO,2020,10
SIBUNDOY,2020,6
VALLE DEL GUAMUEZ,2020,2602
VILLAGARZON,2020,1238
ARMENIA,2020,15
BUENAVISTA,2020,7
CALARCA,2020,15
CIRCASIA,2020,16
CORDOBA,2020,6
FILANDIA,2020,7
GENOVA,2020,31
LA TEBAIDA,2020,5
MONTENEGRO,2020,13
PIJAO,2020,23
QUIMBAYA,2020,42
SALENTO,2020,58
APIA,2020,90
BALBOA,2020,39
BELEN DE UMBRIA,2020,177
DOSQUEBRADAS,2020,2
GUATICA,2020,41
LA CELIA,2020,53
LA VIRGINIA,2020,0
MARSELLA,2020,71
MISTRATO,2020,62
PEREIRA,2020,102
PUEBLO RICO,2020,47
QUINCHIA,2020,48
SANTA ROSA DE CABAL,2020,140
SANTUARIO,2020,105
ISLAS SERRANILLA,2020,0
PROVIDENCIA,2020,102
SAN ANDRES,2020,3
AGUADA,2020,8
ALBANIA,2020,5
ARATOCA,2020,1
BARBOSA,2020,12
BARICHARA,2020,0
BARRANCABERMEJA,2020,262
BETULIA,2020,69
BOLIVAR,2020,645
BUCARAMANGA,2020,5
CABRERA,2020,2
CALIFORNIA,2020,0
CAPITANEJO,2020,0
CARCASI,2020,0
CEPITA,2020,0
CERRITO,2020,0
CHARALA,2020,2
CHARTA,2020,2
CHIMA,2020,20
CHIPATA,2020,1
CIMITARRA,2020,946
CONCEPCION,2020,0
CONFINES,2020,13
CONTRATACION,2020,11
COROMORO,2020,0
CURITI,2020,10
EL CARMEN DE CHUCURI,2020,282
EL GUACAMAYO,2020,26
EL PE¥ON,2020,17
EL PLAYON,2020,140
ENCINO,2020,1
ENCISO,2020,0
FLORIDABLANCA,2020,3
FLORIAN,2020,20
GALAN,2020,18
GIRON,2020,69
GUACA,2020,0
GUADALUPE,2020,14
GUAPOTA,2020,5
GUAVATA,2020,4
GAMBITA,2020,1
GUEPSA,2020,7
HATO,2020,10
JESUS MARIA,2020,3
JORDAN,2020,0
LA BELLEZA,2020,152
LA PAZ,2020,28
LANDAZURI,2020,154
LEBRIJA,2020,127
LOS SANTOS,2020,0
MACARAVITA,2020,0
MATANZA,2020,12
MOGOTES,2020,10
MOLAGAVITA,2020,0
MALAGA,2020,0
OCAMONTE,2020,1
OIBA,2020,6
ONZAGA,2020,5
PALMAR,2020,1
PALMAS DEL SOCORRO,2020,7
PIEDECUESTA,2020,16
PINCHOTE,2020,17
PUENTE NACIONAL,2020,8
PUERTO PARRA,2020,313
PUERTO WILCHES,2020,701
PARAMO,2020,7
RIONEGRO,2020,240
SABANA DE TORRES,2020,406
SAN ANDRES,2020,1
SAN BENITO,2020,19
SAN GIL,2020,3
SAN JOAQUIN,2020,3
SAN JOSE DE MIRANDA,2020,0
SAN MIGUEL,2020,0
SAN VICENTE DE CHUCURI,2020,439
SANTA BARBARA,2020,2
SANTA HELENA DEL OPON,2020,108
SIMACOTA,2020,410
SOCORRO,2020,36
SUAITA,2020,9
SUCRE,2020,273
SURATA,2020,5
TONA,2020,1
VALLE DE SAN JOSE,2020,4
VETAS,2020,0
VILLANUEVA,2020,0
VELEZ,2020,110
ZAPATOCA,2020,23
BUENAVISTA,2020,0
CAIMITO,2020,41
CHALAN,2020,54
COLOSO,2020,69
COROZAL,2020,5
COVEÑAS,2020,1
EL ROBLE,2020,57
GALERAS,2020,29
GUARANDA,2020,26
LA UNION,2020,39
LOS PALMITOS,2020,16
MAJAGUAL,2020,41
MORROA,2020,27
OVEJAS,2020,204
SAMPUES,2020,1
SAN ANTONIO DE PALMITO,2020,1
SAN BENITO ABAD,2020,118
SAN JUAN DE BETULIA,2020,1
SAN MARCOS,2020,67
SAN ONOFRE,2020,782
SAN PEDRO,2020,0
SINCELEJO,2020,2
SINCE,2020,4
SUCRE,2020,43
TOLUVIEJO,2020,19
TOLU,2020,144
ALPUJARRA,2020,28
ALVARADO,2020,18
AMBALEMA,2020,4
ANZOATEGUI,2020,59
ARMERO,2020,40
ATACO,2020,80
CAJAMARCA,2020,20
CARMEN DE APICALA,2020,18
CASABIANCA,2020,23
CHAPARRAL,2020,97
COELLO,2020,18
COYAIMA,2020,5
CUNDAY,2020,109
DOLORES,2020,84
ESPINAL,2020,3
FALAN,2020,49
FLANDES,2020,3
FRESNO,2020,39
GUAMO,2020,6
HERVEO,2020,28
HONDA,2020,29
IBAGUE,2020,99
ICONONZO,2020,16
LERIDA,2020,63
LIBANO,2020,106
MELGAR,2020,13
MURILLO,2020,3
NATAGAIMA,2020,2
ORTEGA,2020,58
PALOCABILDO,2020,10
PIEDRAS,2020,17
PLANADAS,2020,79
PRADO,2020,25
PURIFICACION,2020,39
RIOBLANCO,2020,112
RONCESVALLES,2020,7
ROVIRA,2020,94
SALDA¥A,2020,1
SAN ANTONIO,2020,18
SAN LUIS,2020,22
SAN SEBASTIAN,2020,54
SANTA ISABEL,2020,16
SUAREZ,2020,9
VALLE DE SAN JUAN,2020,34
VENADILLO,2020,35
VILLAHERMOSA,2020,30
VILLARRICA,2020,23
ALCALA,2020,27
ANDALUCIA,2020,1
ANSERMANUEVO,2020,27
ARGELIA,2020,19
BOLIVAR,2020,131
BUENAVENTURA,2020,373
BUGALAGRANDE,2020,17
CAICEDONIA,2020,40
CALIMA,2020,86
CANDELARIA,2020,1
CARTAGO,2020,8
DAGUA,2020,20
EL CAIRO,2020,17
EL CERRITO,2020,6
EL DOVIO,2020,11
EL AGUILA,2020,44
FLORIDA,2020,3
GINEBRA,2020,5
GUACARI,2020,7
BUGA,2020,10
JAMUNDI,2020,82
LA CUMBRE,2020,42
LA UNION,2020,2
LA VICTORIA,2020,1
OBANDO,2020,4
PALMIRA,2020,50
PRADERA,2020,1
RESTREPO,2020,38
RIOFRIO,2020,48
ROLDANILLO,2020,6
SAN PEDRO,2020,4
CALI,2020,0
SEVILLA,2020,112
TORO,2020,6
TRUJILLO,2020,134
TULUA,2020,24
ULLOA,2020,7
VERSALLES,2020,7
VIJES,2020,26
YOTOCO,2020,10
YUMBO,2020,2
ZARZAL,2020,7
CARURU,2020,338
MITU,2020,2575
PACOA,2020,1139
PAPUNAHUA,2020,140
TARAIRA,2020,346
YAVARATE,2020,382
CUMARIBO,2020,7509
LA PRIMAVERA,2020,410
PUERTO CARRE¥O,2020,422
SANTA ROSALIA,2020,9
EL ENCANTO,2021,202
LA CHORRERA,2021,472
LA PEDRERA,2021,140
LA VICTORIA,2021,28
LETICIA,2021,180
MIRITI-PARANA,2021,139
PUERTO ALEGRIA,2021,208
PUERTO ARICA,2021,56
PUERTO NARI¥O,2021,37
PUERTO SANTANDER,2021,128
TARAPACA,2021,93
ABEJORRAL,2021,88
ABRIAQUI,2021,24
ALEJANDRIA,2021,2
AMAGA,2021,16
AMALFI,2021,942
ANDES,2021,93
ANGELOPOLIS,2021,6
ANGOSTURA,2021,156
ANORI,2021,1171
ANZA,2021,6
APARTADO,2021,112
ARBOLETES,2021,230
ARGELIA,2021,112
ARMENIA,2021,1
BARBOSA,2021,3
BELLO,2021,2
BELMIRA,2021,2
BETANIA,2021,74
BETULIA,2021,63
BRICE¥O,2021,50
BURITICA,2021,17
CAICEDO,2021,13
CALDAS,2021,60
CAMPAMENTO,2021,53
CARACOLI,2021,156
CARAMANTA,2021,45
CAREPA,2021,90
CAROLINA,2021,26
CAUCASIA,2021,294
CA¥ASGORDAS,2021,50
CHIGORODO,2021,29
CISNEROS,2021,4
CIUDAD BOLIVAR,2021,99
COCORNA,2021,33
CONCEPCION,2021,11
CONCORDIA,2021,64
COPACABANA,2021,1
CACERES,2021,695
DABEIBA,2021,299
DON MATIAS,2021,5
EBEJICO,2021,3
EL BAGRE,2021,1315
EL CARMEN DE VIBORAL,2021,14
SOPETRAN,2021,6
ENTRERRIOS,2021,23
ENVIGADO,2021,0
FREDONIA,2021,11
FRONTINO,2021,150
GIRALDO,2021,2
GIRARDOTA,2021,0
GRANADA,2021,11
GUADALUPE,2021,17
GUARNE,2021,5
GUATAPE,2021,2
GOMEZ PLATA,2021,54
HELICONIA,2021,13
HISPANIA,2021,9
ITAGUI,2021,0
ITUANGO,2021,129
JARDIN,2021,20
JERICO,2021,23
LA CEJA,2021,5
LA ESTRELLA,2021,3
LA PINTADA,2021,4
LA UNION,2021,8
LIBORINA,2021,1
MACEO,2021,114
MARINILLA,2021,2
MEDELLIN,2021,70
MONTEBELLO,2021,28
MURINDO,2021,155
MUTATA,2021,82
NARI¥O,2021,30
NECHI,2021,368
NECOCLI,2021,203
OLAYA,2021,0
PEQUE,2021,30
PE¥OL,2021,0
PUEBLORRICO,2021,11
PUERTO BERRIO,2021,772
PUERTO NARE,2021,99
PUERTO TRIUNFO,2021,31
REMEDIOS,2021,2416
RETIRO,2021,99
RIONEGRO,2021,7
SABANALARGA,2021,6
SABANETA,2021,0
SALGAR,2021,57
SAN ANDRES,2021,37
SAN CARLOS,2021,386
SAN FRANCISCO,2021,193
SAN JERONIMO,2021,5
SAN JOSE DE LA MONTA¥A,2021,0
SAN JUAN DE URABA,2021,25
SAN LUIS,2021,315
SAN PEDRO DE URABA,2021,67
SAN PEDRO,2021,11
SAN RAFAEL,2021,114
SAN ROQUE,2021,166
SAN VICENTE,2021,7
SANTA BARBARA,2021,16
SANTA ROSA DE OSOS,2021,81
SANTAFE DE ANTIOQUIA,2021,6
SANTO DOMINGO,2021,6
SANTUARIO,2021,0
SEGOVIA,2021,2248
SONSON,2021,389
TARAZA,2021,687
TARSO,2021,10
TITIRIBI,2021,1
TOLEDO,2021,4
TURBO,2021,341
TAMESIS,2021,5
URAMITA,2021,39
URRAO,2021,287
VALDIVIA,2021,204
VALPARAISO,2021,1
VEGACHI,2021,816
VENECIA,2021,0
VIGIA DEL FUERTE,2021,89
YALI,2021,836
YARUMAL,2021,134
YOLOMBO,2021,920
YONDO,2021,1604
ZARAGOZA,2021,927
ARAUCA,2021,801
ARAUQUITA,2021,2931
CRAVO NORTE,2021,58
FORTUL,2021,245
PUERTO RONDON,2021,598
SARAVENA,2021,202
TAME,2021,1298
BARANOA,2021,6
BARRANQUILLA,2021,9
CAMPO DE LA CRUZ,2021,1
CANDELARIA,2021,1
GALAPA,2021,9
JUAN DE ACOSTA,2021,18
LURUACO,2021,25
MALAMBO,2021,7
MANATI,2021,15
PALMAR DE VARELA,2021,1
PIOJO,2021,12
POLONUEVO,2021,3
PONEDERA,2021,4
PUERTO COLOMBIA,2021,35
REPELON,2021,14
SABANAGRANDE,2021,0
SABANALARGA,2021,42
SANTA LUCIA,2021,0
SANTO TOMAS,2021,1
SOLEDAD,2021,0
SUAN,2021,2
TUBARA,2021,29
USIACURI,2021,42
SANTAFE DE BOGOTA D.C.,2021,10
ACHI,2021,201
ALTOS DEL ROSARIO,2021,171
ARENAL,2021,258
ARJONA,2021,42
ARROYOHONDO,2021,28
BARRANCO DE LOBA,2021,318
CALAMAR,2021,54
CANTAGALLO,2021,1270
CARTAGENA,2021,115
CICUCO,2021,0
CLEMENCIA,2021,37
CORDOBA,2021,58
EL CARMEN DE BOLIVAR,2021,1524
EL GUAMO,2021,320
EL PE¥ON,2021,169
HATILLO DE LOBA,2021,24
MAGANGUE,2021,67
MAHATES,2021,149
MARGARITA,2021,29
MARIA LA BAJA,2021,335
MOMPOS,2021,14
MONTECRISTO,2021,827
MORALES,2021,358
PINILLOS,2021,85
REGIDOR,2021,71
RIO VIEJO,2021,1456
SAN CRISTOBAL,2021,0
SAN ESTANISLAO,2021,24
SAN FERNANDO,2021,4
SAN JACINTO,2021,650
SAN JACINTO DEL CAUCA,2021,215
SAN JUAN NEPOMUCENO,2021,606
SAN MARTIN DE LOBA,2021,575
SAN PABLO,2021,1263
SANTA CATALINA,2021,43
SANTA ROSA,2021,40
SANTA ROSA DEL SUR,2021,1608
SIMITI,2021,837
SOPLAVIENTO,2021,5
TALAIGUA NUEVO,2021,4
TIQUISIO,2021,1024
TURBACO,2021,81
TURBANA,2021,49
VILLANUEVA,2021,91
ZAMBRANO,2021,243
ALMEIDA,2021,0
AQUITANIA,2021,3
ARCABUCO,2021,2
BELEN,2021,0
BERBEO,2021,0
BETEITIVA,2021,0
BOAVITA,2021,0
BOYACA,2021,0
BRICE¥O,2021,0
BUENAVISTA,2021,3
BUSBANZA,2021,0
CALDAS,2021,0
CAMPOHERMOSO,2021,4
CERINZA,2021,0
CHINAVITA,2021,1
CHIQUINQUIRA,2021,1
CHISCAS,2021,0
CHITA,2021,9
CHITARAQUE,2021,4
CHIVATA,2021,0
CHIVOR,2021,5
CHIQUIZA,2021,0
CIENAGA,2021,0
COPER,2021,5
CORRALES,2021,0
COVARACHIA,2021,0
CUBARA,2021,95
CUCAITA,2021,0
CUITIVA,2021,0
COMBITA,2021,1
DUITAMA,2021,2
EL COCUY,2021,0
EL ESPINO,2021,0
FIRAVITOBA,2021,0
FLORESTA,2021,1
GACHANTIVA,2021,0
GARAGOA,2021,0
GUACAMAYAS,2021,0
GUATEQUE,2021,0
GUAYATA,2021,2
GAMEZA,2021,1
GUICAN,2021,31
IZA,2021,1
JENESANO,2021,0
JERICO,2021,0
LA CAPILLA,2021,0
LA UVITA,2021,0
LA VICTORIA,2021,0
LABRANZAGRANDE,2021,28
MACANAL,2021,15
MARIPI,2021,19
MIRAFLORES,2021,1
MONGUA,2021,8
MONGUI,2021,0
MONIQUIRA,2021,46
MOTAVITA,2021,0
MUZO,2021,16
NOBSA,2021,25
NUEVO COLON,2021,0
OICATA,2021,0
OTANCHE,2021,174
PACHAVITA,2021,0
PAIPA,2021,3
PAJARITO,2021,21
PANQUEBA,2021,0
PAUNA,2021,75
PAYA,2021,57
PAZ DE RIO,2021,0
PESCA,2021,0
PISBA,2021,34
PUERTO BOYACA,2021,308
PAEZ,2021,11
QUIPAMA,2021,23
RAMIRIQUI,2021,1
RONDON,2021,0
RAQUIRA,2021,0
SABOYA,2021,0
SAMACA,2021,53
SAN EDUARDO,2021,1
SAN JOSE DE PARE,2021,26
SAN LUIS DE GACENO,2021,14
SAN MATEO,2021,0
SAN MIGUEL DE SEMA,2021,0
SAN PABLO DE BORBUR,2021,26
SANTA MARIA,2021,6
SANTA ROSA DE VITERBO,2021,0
SANTA SOFIA,2021,1
SANTANA,2021,30
SATIVANORTE,2021,0
SATIVASUR,2021,0
SIACHOQUE,2021,0
SOATA,2021,0
SOCHA,2021,0
SOCOTA,2021,10
SOGAMOSO,2021,0
SOMONDOCO,2021,1
SORA,2021,0
SORACA,2021,0
SOTAQUIRA,2021,1
SUSACON,2021,0
SUTAMARCHAN,2021,0
SUTATENZA,2021,0
SACHICA,2021,0
TASCO,2021,1
TENZA,2021,0
TIBANA,2021,0
TIBASOSA,2021,1
TINJACA,2021,1
TIPACOQUE,2021,0
TOCA,2021,1
TOGUI,2021,10
TOPAGA,2021,0
TOTA,2021,0
TUNJA,2021,0
TUNUNGUA,2021,27
TURMEQUE,2021,0
TUTA,2021,0
TUTAZA,2021,0
UMBITA,2021,0
VENTAQUEMADA,2021,0
VILLA DE LEYVA,2021,0
VIRACACHA,2021,0
ZETAQUIRA,2021,1
AGUADAS,2021,64
ANSERMA,2021,27
ARANZAZU,2021,5
BELALCAZAR,2021,21
CHINCHINA,2021,82
FILADELFIA,2021,10
LA DORADA,2021,66
LA MERCED,2021,7
MANIZALES,2021,76
MANZANARES,2021,76
MARMATO,2021,2
MARQUETALIA,2021,42
MARULANDA,2021,6
NEIRA,2021,49
NORCASIA,2021,160
PALESTINA,2021,62
PENSILVANIA,2021,58
PACORA,2021,27
RIOSUCIO,2021,77
RISARALDA,2021,15
SALAMINA,2021,27
SAMANA,2021,476
SAN JOSE,2021,9
SUPIA,2021,15
VICTORIA,2021,99
VILLAMARIA,2021,38
VITERBO,2021,12
ALBANIA,2021,87
BELEN DE LOS ANDAQUIES,2021,284
CARTAGENA DEL CHAIRA,2021,14371
CURILLO,2021,349
EL DONCELLO,2021,218
EL PAUJIL,2021,207
FLORENCIA,2021,465
LA MONTA¥ITA,2021,677
MILAN,2021,547
MORELIA,2021,95
PUERTO RICO,2021,648
SAN JOSE DEL FRAGUA,2021,450
SAN VICENTE DEL CAGUAN,2021,14894
SOLANO,2021,6965
SOLITA,2021,458
VALPARAISO,2021,636
AGUAZUL,2021,59
CHAMEZA,2021,31
HATO COROZAL,2021,518
LA SALINA,2021,2
MANI,2021,106
MONTERREY,2021,22
NUNCHIA,2021,83
OROCUE,2021,130
PAZ DE ARIPORO,2021,1070
PORE,2021,105
RECETOR,2021,26
SABANALARGA,2021,9
SAN LUIS DE PALENQUE,2021,400
SACAMA,2021,37
TAURAMENA,2021,146
TRINIDAD,2021,443
TAMARA,2021,194
VILLANUEVA,2021,153
YOPAL,2021,466
ALMAGUER,2021,14
ARGELIA,2021,98
BALBOA,2021,44
BOLIVAR,2021,45
BUENOS AIRES,2021,132
CAJIBIO,2021,249
CALDONO,2021,14
CALOTO,2021,4
CORINTO,2021,2
EL TAMBO,2021,583
FLORENCIA,2021,4
GUAPI,2021,332
INZA,2021,14
JAMBALO,2021,2
LA SIERRA,2021,4
LA VEGA,2021,21
LOPEZ,2021,202
MERCADERES,2021,25
MIRANDA,2021,1
MORALES,2021,246
PADILLA,2021,0
PATIA,2021,26
PIAMONTE,2021,1261
PIENDAMO,2021,61
POPAYAN,2021,68
PUERTO TEJADA,2021,0
PURACE,2021,3
PAEZ,2021,44
ROSAS,2021,5
SAN SEBASTIAN,2021,19
SANTA ROSA,2021,291
SANTANDER DE QUILICHAO,2021,19
SILVIA,2021,8
SOTARA,2021,103
SUCRE,2021,11
SUAREZ,2021,222
TIMBIQUI,2021,645
TIMBIO,2021,25
TORIBIO,2021,2
TOTORO,2021,13
VILLA RICA,2021,0
AGUACHICA,2021,106
AGUSTIN CODAZZI,2021,154
ASTREA,2021,62
BECERRIL,2021,343
BOSCONIA,2021,28
CHIMICHAGUA,2021,668
CHIRIGUANA,2021,200
CURUMANI,2021,292
EL COPEY,2021,346
EL PASO,2021,69
GAMARRA,2021,40
GONZALEZ,2021,16
LA GLORIA,2021,270
LA JAGUA DE IBIRICO,2021,384
LA PAZ,2021,162
MANAURE,2021,38
PAILITAS,2021,291
PELAYA,2021,143
PUEBLO BELLO,2021,186
RIO DE ORO,2021,28
SAN ALBERTO,2021,43
SAN DIEGO,2021,132
SAN MARTIN,2021,59
TAMALAMEQUE,2021,232
VALLEDUPAR,2021,552
ACANDI,2021,179
ALTO BAUDO,2021,133
ATRATO,2021,16
BAGADO,2021,21
BAHIA SOLANO,2021,36
BAJO BAUDO,2021,185
BELEN DE BAJIRA,2021,412
BOJAYA,2021,175
CONDOTO,2021,42
CERTEGUI,2021,16
CANTON DEL SAN PABLO,2021,61
EL CARMEN DE ATRATO,2021,28
CARMEN DEL DARIEN,2021,919
EL LITORAL DEL SAN JUAN,2021,44
ISTMINA,2021,79
JURADO,2021,55
LLORO,2021,38
MEDIO ATRATO,2021,49
MEDIO BAUDO,2021,75
MEDIO SAN JUAN,2021,40
NUQUI,2021,102
NOVITA,2021,93
QUIBDO,2021,69
RIOSUCIO,2021,1068
RIO IRO,2021,2
RIO QUITO,2021,67
SAN JOSE DEL PALMAR,2021,302
SIPI,2021,79
TADO,2021,13
UNGUIA,2021,539
UNION PANAMERICANA,2021,12
AGUA DE DIOS,2021,0
ALBAN,2021,2
ANAPOIMA,2021,12
ANOLAIMA,2021,11
ARBELAEZ,2021,12
BELTRAN,2021,18
BITUIMA,2021,2
BOJACA,2021,4
CABRERA,2021,4
CACHIPAY,2021,5
CAJICA,2021,4
CAPARRAPI,2021,114
CARMEN DE CARUPA,2021,1
CHAGUANI,2021,15
CHIPAQUE,2021,0
CHOACHI,2021,0
CHOCONTA,2021,4
CHIA,2021,1
COGUA,2021,3
COTA,2021,3
CUCUNUBA,2021,2
CAQUEZA,2021,0
EL COLEGIO,2021,13
EL PE¥ON,2021,14
EL ROSAL,2021,1
FACATATIVA,2021,7
FOSCA,2021,0
FUNZA,2021,3
FUSAGASUGA,2021,5
FOMEQUE,2021,1
FUQUENE,2021,1
GACHALA,2021,3
GACHANCIPA,2021,0
GACHETA,2021,0
GAMA,2021,0
GIRARDOT,2021,2
GRANADA,2021,5
GUACHETA,2021,1
GUADUAS,2021,72
GUASCA,2021,4
GUATAQUI,2021,2
GUATAVITA,2021,17
GUAYABAL DE  SIQUIMA,2021,2
GUAYABETAL,2021,7
GUTIERREZ,2021,11
JERUSALEN,2021,6
JUNIN,2021,1
LA CALERA,2021,1
LA MESA,2021,1
LA PALMA,2021,40
LA PE¥A,2021,23
LA VEGA,2021,4
LENGUAZAQUE,2021,0
MACHETA,2021,0
MADRID,2021,3
MANTA,2021,0
MEDINA,2021,18
MOSQUERA,2021,0
NARI¥O,2021,4
NEMOCON,2021,2
NILO,2021,2
NIMAIMA,2021,5
NOCAIMA,2021,2
PACHO,2021,18
PAIME,2021,17
PANDI,2021,6
PARATEBUENO,2021,80
PASCA,2021,5
PUERTO SALGAR,2021,63
PULI,2021,21
QUEBRADANEGRA,2021,6
QUETAME,2021,0
QUIPILE,2021,14
RAFAEL REYES,2021,5
RICAURTE,2021,2
SAN ANTONIO DEL TEQUENDAMA,2021,3
SAN BERNARDO,2021,11
SAN CAYETANO,2021,10
SAN FRANCISCO,2021,4
SAN JUAN DE RIO SECO,2021,15
SASAIMA,2021,9
SESQUILE,2021,1
SIBATE,2021,3
SILVANIA,2021,6
SIMIJACA,2021,0
SOACHA,2021,4
SOPO,2021,0
SUBACHOQUE,2021,7
SUESCA,2021,2
SUPATA,2021,4
SUSA,2021,1
SUTATAUSA,2021,1
TABIO,2021,3
TAUSA,2021,36
TENA,2021,0
TENJO,2021,1
TIBACUY,2021,3
TIBIRITA,2021,0
TOCANCIPA,2021,0
TOCAIMA,2021,6
TOPAIPI,2021,12
UBALA,2021,8
UBAQUE,2021,1
UNE,2021,6
VENECIA,2021,9
VERGARA,2021,21
VIANI,2021,6
UBATE,2021,0
VILLAGOMEZ,2021,0
VILLAPINZON,2021,0
VILLETA,2021,14
VIOTA,2021,63
YACOPI,2021,319
ZIPACON,2021,3
ZIPAQUIRA,2021,9
UTICA,2021,12
AYAPEL,2021,287
BUENAVISTA,2021,18
CANALETE,2021,20
CERETE,2021,0
CHIMA,2021,4
CHINU,2021,39
CIENAGA DE ORO,2021,91
COTORRA,2021,0
LA APARTADA,2021,7
LOS CORDOBAS,2021,6
MOMIL,2021,1
MONTELIBANO,2021,765
MONTERIA,2021,75
MO¥ITOS,2021,11
PLANETA RICA,2021,44
PUEBLO NUEVO,2021,49
PUERTO ESCONDIDO,2021,4
PUERTO LIBERTADOR,2021,520
PURISIMA,2021,1
SAN ANDRES DE SOTAVENTO,2021,11
SAN ANTERO,2021,43
SAHAGUN,2021,39
SAN BERNARDO DEL VIENTO,2021,41
SAN CARLOS,2021,30
SAN PELAYO,2021,4
LORICA,2021,21
TIERRALTA,2021,1696
VALENCIA,2021,291
BARRANCO MINAS,2021,341
CACAHUAL,2021,70
LA GUADALUPE,2021,17
MAPIRIPANA,2021,114
MORICHAL NUEVO,2021,252
PANA PANA,2021,141
PUERTO COLOMBIA,2021,262
INIRIDA,2021,741
SAN FELIPE,2021,45
CALAMAR,2021,7511
EL RETORNO,2021,6982
MIRAFLORES,2021,2521
SAN JOSE DEL GUAVIARE,2021,10916
ACEVEDO,2021,221
AGRADO,2021,9
AIPE,2021,46
ALGECIRAS,2021,47
ALTAMIRA,2021,3
BARAYA,2021,45
CAMPOALEGRE,2021,38
COLOMBIA,2021,90
ELIAS,2021,9
GARZON,2021,46
GIGANTE,2021,37
GUADALUPE,2021,44
HOBO,2021,7
IQUIRA,2021,14
ISNOS,2021,39
LA ARGENTINA,2021,20
LA PLATA,2021,53
NEIVA,2021,61
NATAGA,2021,16
OPORAPA,2021,23
PAICOL,2021,11
PALERMO,2021,16
PALESTINA,2021,60
PITAL,2021,19
PITALITO,2021,138
RIVERA,2021,16
SALADOBLANCO,2021,20
SAN AGUSTIN,2021,66
SANTA MARIA,2021,8
SUAZA,2021,109
TARQUI,2021,17
TELLO,2021,31
TERUEL,2021,11
TESALIA,2021,5
TIMANA,2021,34
VILLAVIEJA,2021,0
YAGUARA,2021,2
BARRANCAS,2021,207
DIBULLA,2021,332
DISTRACCION,2021,15
EL MOLINO,2021,8
FONSECA,2021,92
HATONUEVO,2021,19
LA JAGUA DEL PILAR,2021,57
MAICAO,2021,227
MANAURE,2021,1
RIOHACHA,2021,1192
SAN JUAN DEL CESAR,2021,100
URIBIA,2021,1
URUMITA,2021,28
VILLANUEVA,2021,10
ALGARROBO,2021,50
ARACATACA,2021,1270
ARIGUAINI,2021,58
CERRO SAN ANTONIO,2021,11
CHIVOLO,2021,113
CIENAGA,2021,337
CONCORDIA,2021,3
EL BANCO,2021,155
